ENGLISH BRIAN LOFTUS 3.2
GERMANIC & RUSSIAN STUDIES LAURENCE RICKELS 2.5
GEOGRAPHY EDWARD KELLER 3.3
LITERATURE ELISABETH WEBER 4.4
WOMEN'S STUDIES ELIEEN BORIS 3.4
WRITING DOUG BRADLEY 4.8
MATHEMATICS DARREN LONG 3.8
PHYSICAL ED KATHY GREGORY 3.6
MATHEMATICS XI CHEN 2.3
POLITICAL SCIENCE DANA VILLA 2.8
ENGLISH SHIRLEY LIM 3.7
RELIGION RANDAL GARR 4.5
SCIENCE DOUG THROWER 3.9
HISTORY CAROL LANSING 3.5
THEATER NAOMI IIZUKA 4.1
FILM PAUL PORTUGES 4.1
FINE ARTS PETER STURMAN 3.5
THEATER IRWIN APPEL 4.1
THEATER DIANE HOLLY 4.3
LITERATURE JON SNYDER 4.2
ENGLISH STEPHANIE LEMENAGER 4.7
RELIGION CHRISTINE THOMAS 4.0
PSYCHOLOGY NANCY COLLINS 4.8
MATHEMATICS GUNNAR GUNNARSSON 3.8
PSYCHOLOGY MICHAEL MILLER 3.8
PHYSICS ERNEST FREUND 4.4
PHILOSOPHY NATHAN SALMON 3.3
PSYCHOLOGY DAPHNE BUGENTAL 3.9
BIOLOGY DEBBIE KASKA 1.6
ETHNIC STUDIES CEDRIC ROBINSON 3.5
WOMEN'S STUDIES JAQUELINE BOBO 2.4
WOMEN'S STUDIES LAURY OAKS 4.3
ETHNIC STUDIES SUSAN KOSHY 4.2
SOCIAL SCIENCE CHELA SANDOVAL 3.2
LANGUAGES ARTHUR SCHWARTZ 2.2
LANGUAGES SYDNEY LEVY 2.6
BIOLOGY RUTH FINKELSTEIN 2.6
RELIGIOUS STUDIES RICHARD HECHT 3.7
ANTHROPOLOGY PHILLIP WALKER 4.1
ANTHROPOLOGY DONALD SYMONS 4.0
ANTHROPOLOGY KATHARINA SCHREIBER 4.3
RELIGION CATHERINE ALBANESE 3.2
CHEMISTRY JOAN SHEA 3.6
LITERATURE RONALD EGAN 3.2
CLASSICS BORIMIR JORDAN 1.9
BIOLOGY DENNIS CLEGG 4.0
CHEMISTRY DUANE SEARS 2.7
BIOLOGY DAVID LOW 3.9
BIOLOGY STUART FEINSTEIN 4.5
ENGLISH ROBERT ERICKSON 3.0
BIOLOGY NATHAN STAPLES 3.3
GEOGRAPHY DAN MONTELLO 3.4
PHYSICS DOUG FOLSOM 4.7
MATHEMATICS DARYL COOPER 3.8
THEOLOGY MAGDA CAMPO 4.4
ENGLISH LJILJANA COKLIN 3.5
PSYCHOLOGY WAYNE BRAKE 3.5
LANGUAGES TIMOTHY MCGOVERN 4.6
THEOLOGY DAVID WHITE 3.5
LITERATURE ELLEN MCCRACKEN 1.6
ENGLISH CAROLINE ALLEN 4.0
ENGLISH JOHN WILSON 4.4
ENGLISH KAY YOUNG 4.8
FILM CONSTANCE PENLEY 3.8
ETHNIC STUDIES JOHN PARK 4.2
GEOLOGY NATT ONDERDONK 3.9
SOCIAL SCIENCE JOHN SIMPSON 4.5
MATHEMATICS GUSTAVO PONCE 2.6
WRITING SUMITA LALL 4.3
POLITICAL SCIENCE GARRETT GLASGOW 4.6
ENGLISH ENDA DUFFY 4.3
HISTORY LAURA KALMAN 4.5
HISTORY TSUYOSHI HASEGAWA 3.8
LANGUAGES LAURA GARDINALI 4.7
MATHEMATICS CHAD WILEY 5.0
WRITING ROY VALLIS 4.7
PHYSICS HARRY NELSON 4.7
PHYSICS OMER BLAES 4.5
INTERNATIONAL STUDIES JIM DALTON 4.6
CLASSICS SARA LINDHEIM 4.3
MATHEMATICS BILL JACOB 3.0
CHEMISTRY THOMAS HOOKER 1.9
ANTHROPOLOGY MICHAEL GLASSOW 3.3
FINE ARTS JOHN CHAPMAN 2.7
PHYSICS DEBORAH FYGENSON 2.2
COMMUNICATION LAURA JANSMA 3.8
BIOLOGY DAVID KOHL 4.6
SOCIAL SCIENCE DIANE FUJINO 3.7
SOCIOLOGY DENISE SEGURA 3.8
ETHNIC STUDIES TARA YOSSO 2.0
SOCIOLOGY VERTA TAYLOR 4.8
PHYSICS SEAN FRASER 3.2
HISTORY PATRICIA COHEN 3.4
CHEMISTRY LEROY LAVERMAN 4.0
ENGLISH CAROL PASTERNAK 2.7
ENGLISH RICHARD HELGERSON 4.0
GEOLOGY MASON DYKSTRA 3.0
ENGINEERING SUSANNAH SCOTT 4.7
ANTHROPOLOGY ROB FLETCHER 3.6
WRITING MARILEE MOUSER 4.0
WOMEN'S STUDIES LEILA RUPP 4.1
PHILOSOPHY HEATHER SALAZAR 2.5
COMMUNICATION DAVID SEIBOLD 3.6
CLASSICS ROBERT RENEHAN 5.0
LANGUAGES JOBST WELGE 3.4
LAW SPEARIT MALDONADO 3.9
WRITING ANN HOLMS 4.0
HISTORY JOHN LEE 4.4
POLITICAL SCIENCE MARGUERITE NASH 3.2
FILM ANNA BRUSUTTI 3.2
LANGUAGES DIDIER MALEUVRE 3.2
STATISTICS JANOS ENGLANDER 1.9
PSYCHOLOGY LORI KNACKSTEDT 2.9
CLASSICS APOSTOLOS ATHANASSAKIS 4.4
PHYSICS EVERETT LIPMAN 3.5
CLASSICS ANDREA FISHMAN 2.5
PSYCHOLOGY HASSAN LOPEZ 4.6
BIOLOGY ROLF CHRISTOFFERSEN 3.1
ECONOMICS LEEANN KRYDER 4.2
RELIGION JUAN CAMPO 3.3
COMMUNICATION HOWARD GILES 4.5
ETHNIC STUDIES FRANCISCO LOMELI 2.8
PSYCHOLOGY STANLEY KLEIN 4.3
MATHEMATICS MICHAEL CRANDALL 2.4
MATHEMATICS KEN GOODEARL 4.0
LANGUAGES MATT GORDON 4.5
HISTORY GARAY MENICUCCI 3.3
ECONOMICS STEPHEN LEROY 2.8
SOCIOLOGY JENNIFER EARL 3.6
LITERATURE RICHARD CORUM 4.1
FINE ARTS RICHARD ROSS 3.1
WRITING ROBERT KRUT 4.8
MATHEMATICS RICK YE 1.9
MUSIC BILL PRIZER 2.8
ECONOMICS MAREK KAPICKA 2.5
PSYCHOLOGY TAMSIN GERMAN 4.4
PSYCHOLOGY ROBERT SHERMAN 3.6
PSYCHOLOGY MARY HEGARTY 3.0
COMMUNICATION JAMES POTTER 2.8
HISTORY MICHAEL OSBORNE 3.1
WRITING MICHAEL PETRACCA 4.8
LAW JULIET WILLIAMS 3.9
LAW DAN LINZ 2.7
FILM ANNA EVERETT 3.5
LAW KATHLEEN MOORE 2.6
PHYSICS CRYSTAL MARTIN 2.7
HISTORY GREGORY GRAVES 4.3
POLITICAL SCIENCE ROBERT HINCKLEY 4.2
HISTORY DAVID ROCK 3.6
WRITING SARAH HOCHSTETLER 4.6
WRITING NORINNE STARNA 4.0
GEOLOGY DAVID LEA 4.4
PHILOSOPHY CHRIS BUFORD 3.5
HISTORY SUSAN HAIGHT 2.3
HISTORY ROBERT JOHNSON 4.9
HISTORY LUKE ROBERTS 3.8
SCIENCE P HASLER 3.0
FILM EDWARD BRANIGAN 3.9
MECHANICAL ENGINEERING GLENN BELTZ 4.9
RELIGION WADE ROOF 3.5
THEATER CARLOS MORTON 2.8
LITERATURE ROBYN BELL 4.7
MATHEMATICS DENIS LABUTIN 2.4
GEOLOGY TANYA ATWATER 4.1
HISTORY SARAH CLINE 3.7
ECONOMICS GARY CHARNESS 3.1
WRITING AMANDA STANSELL 4.7
STATISTICS DAVID HINKLEY 4.0
PSYCHOLOGY DIANE MACKIE 3.2
PHILOSOPHY DEREK BOYD 2.6
GEOLOGY BRUCE LUYENDYK 4.3
COMPUTER SCIENCE AMBUJ SINGH 2.4
LITERATURE CYNTHIA BROWN 3.1
SCIENCE MELVYN MANALIS 3.7
WRITING VANESSA COLOURA 4.4
POLITICAL SCIENCE PAIGE DIGESER 3.8
ECONOMICS LLOYD MERCER 1.6
GEOLOGY BRUCE TIFFNEY 4.7
CHEMISTRY JEFFREY BODE 4.1
FILM BHASKAR SARKAR 3.7
SCIENCE WILLIAM FREUDENBURG 4.2
HISTORY JONATHAN GLICKSTEIN 2.9
HISTORY MARY FURNER 3.1
ETHNIC STUDIES CELINE SHIMIZU 3.1
GEOLOGY STANLEY AWRAMIK 3.9
ETHNIC STUDIES KATHRYN LOWRY 2.3
BIOLOGY ARMAND KURIS 4.6
BIOLOGY CRAIG CARLSON 4.1
ENGINEERING NADIR DAGLI 4.7
ENGINEERING JOHN BOWERS 4.0
WOMEN'S STUDIES ELLIE HERNANDEZ 2.9
ENGLISH JULIE CARLSON 4.0
CLASSICS FRANCES HAHN 3.6
WRITING STEVE DENG 4.8
THEATER SIMON WILLIAMS 4.1
CHEMISTRY STEVE BURATTO 4.0
LANGUAGES CORNELIA BECHER 5.0
SOCIOLOGY HOWARD WINANT 2.5
WRITING KAREN LUNSFORD 4.8
LANGUAGES EDUARDO RAPOSO 3.0
SOCIOLOGY BRUCE STRAITS 2.2
BIOLOGY DIANE EARDLEY 2.6
HISTORY DOUGLAS DANIELS 1.9
MATHEMATICS MILEN YAKIMOV 2.6
WRITING SARAH BOGGS 4.0
WOMEN'S STUDIES GRACE CHANG 3.5
FINE ARTS CAROLE PAUL 3.2
PSYCHOLOGY MIGUEL ECKSTEIN 3.9
WRITING VALERIE HOBBES 4.8
PSYCHOLOGY JACK LOOMIS 2.7
WRITING KARIN COOPER 2.0
LANGUAGES SUNNY JUNG 4.5
ETHNIC STUDIES SUNAE LEE 4.9
ETHNIC STUDIES PROFESSOR THAI 3.9
HISTORY SYLVESTER OGBECHIE 2.7
PHYSICS ANDREAS LUDWIG 4.1
BIOLOGY RAUL SUAREZ 2.7
ENGINEERING MATTHEW TIRRELL 2.0
BIOLOGY SAM SWEET 4.3
CLASSICS JEFF SOUTHER 5.0
MATHEMATICS STEPHEN BIGELOW 3.1
PHYSICS BRENDAN SERAPIGLIA 2.5
LITERATURE SVEN SPIEKER 3.0
FINE ARTS JEANETTE PETERSON 3.6
CHEMISTRY KALJU KAHN 3.2
PHYSICS ANDREW CLELAND 4.4
HISTORY CARL HARRIS 4.3
ENGINEERING WALTER YUEN 2.0
CHEMISTRY BRUCE LIPSHUTZ 3.6
LANGUAGES JOCELYN HOLLAND 3.5
COMPUTER SCIENCE TIMOTHY SHERWOOD 4.9
WRITING FRANCIEN ROHRBACHER 5.0
LANGUAGES VALENTINA PADULA 4.7
HISTORY HAROLD MARCUSE 3.5
ENGINEERING BOB YORK 4.6
FILM CYNTHIA FELANDO 3.4
WRITING GINA GENOVA 4.4
FRENCH CATHERINE NESCI 4.1
MUSIC KATIE BAILLARGEON 4.8
FILM CHARLES WOLFE 4.6
BIOLOGY KATHY FOLTZ 5.0
PSYCHOLOGY RICHARD MAYER 3.8
ETHNIC STUDIES TONY JACKSON 4.2
PHYSICS ASHISH KUMAR 4.5
COMMUNICATION DEBRA LIEBERMAN 4.3
COMMUNICATION ANTHONY MULAC 2.8
COMMUNICATION CHARLES MULLIN 2.7
STATISTICS WENDY MEIRING 2.7
POLITICAL SCIENCE STEVE WEATHERFORD 2.9
ENGLISH MARY MA 2.8
GEOLOGY DAVE VALENTINE 3.1
ECONOMICS PERRY SHAPIRO 2.1
LANGUAGES BRIAN FRAZIER 4.8
SOCIOLOGY DON ZIMMERMAN 3.2
COMMUNICATION MIKE YAO 2.5
GEOGRAPHY KEITH CLARKE 3.5
GEOLOGY CATHY BUSBY 3.6
WRITING ILENE MIELE 4.2
SCIENCE PAUL WACK 4.3
GEOGRAPHY MIKE GOODCHILD 4.5
ENGINEERING EVELYN HU 4.7
LANGUAGES JAN FRODESEN 4.9
PSYCHOLOGY GERALD JACOBS 4.3
MUSIC PATRICIA HALL 4.2
BIOLOGY WILLIAM RICE 3.2
PHILOSOPHY FRITZ ALLHOFF 3.2
SOCIOLOGY IAN KAMINSKY 4.3
ECONOMICS GLENN OWEN 3.1
PHILOSOPHY MICHAEL RESCORLA 3.5
ENGLISH YUNTE HUANG 3.3
EDUCATION BRYAN KIM 4.3
ETHNIC STUDIES INGRID BANKS 2.9
PHILOSOPHY AARON ZIMMERMAN 4.1
WRITING LISA SWANSTROM 5.0
ENGLISH PORTER ABBOTT 4.0
FILM SARAH PILLSBURY 3.3
ENGINEERING PIERRE PETROFF 1.3
ENGLISH MARK ROSE 4.5
COMPUTER SCIENCE SHARON BEACH 2.4
GEOGRAPHY CHRIS STILL 3.6
PHYSICS CARL GWINN 3.0
LANGUAGES SANDRA THOMPSON 4.2
ENGINEERING IGOR MEZIC 3.3
MUSIC KARA ATTREP 4.2
ART HISTORY LAURIE MONAHAN 3.5
ART HISTORY SWATI CHATTOPADHYAY 3.5
BIOLOGY DOV SAX 3.5
ANTHROPOLOGY DAVID CLEVELAND 3.4
HEALTH SCIENCE SUSAN CERIALE 3.7
RELIGION RUDY BUSTO 4.3
RELIGION BARBARA HOLDREGE 3.6
HISTORY WARREN WOOD 3.3
WRITING MAC OLIVER 3.8
ETHNIC STUDIES JUDE AKUDINOBI 3.2
CHEMISTRY FRANK BROWN 2.7
WRITING JANET MIZRAHI 3.8
LANGUAGES CARLA BORROMEO 4.7
ENGINEERING ERIC MATTHYS 1.9
HISTORY JOHN MAJEWSKI 4.6
MATHEMATICS JAMES MCKERNAN 2.9
COMPUTER SCIENCE TEOFILO GONZALEZ 2.2
ECONOMICS BOB ANDERSON 3.6
FILM JANET WALKER 4.2
HISTORY NANCY GALLAGHER 2.6
BIOLOGY SCOTT HODGES 3.8
SCIENCE MARC MCGINNES 3.6
WRITING CRAIG COTICH 4.5
RELIGION BILL POWELL 3.2
ECONOMICS ROBERT DEACON 3.5
LAW ELVIN HATCH 2.5
LITERATURE SUSAN DERWIN 3.1
ANTHROPOLOGY JOHN TOOBY 3.4
ENGINEERING JEFF MOEHLIS 4.3
HISTORY CHRISTOPHER KOLLMEYER 4.8
ENGINEERING RYAN KASTNER 2.9
ENGINEERING IAN RHODES 2.7
ENGINEERING ROGER WOOD 3.4
GEOLOGY WILLIAM PROTHERO 2.8
FILM KIP FULBECK 4.1
PHYSICAL ED KEN OTA 4.3
MATHEMATICS MIHAI PUTINAR 2.0
LITERATURE ALEXANDER SCORDELIS 4.5
SOCIOLOGY JOHN BALDWIN 3.9
COMPUTER SCIENCE PETER CAPPELLO 2.0
ENGLISH BILL GAHAN 4.9
HISTORY JOHN TALBOTT 3.5
BIOLOGY PETER COLLINS 3.2
BIOLOGY BOB WARNER 3.8
LANGUAGES JEAN SCHULTZ 3.6
ENGLISH RACHEL MANN 3.7
PHYSICAL ED DUNCAN BLAIR 5.0
ETHNIC STUDIES GERARDO ALDANA 3.0
ENGLISH MAURIZIA BOSCAGLI 3.5
FINE ARTS ADRIENNE MACIAIN 4.9
GRAPHIC ARTS COLIN GARDNER 3.8
CLASSICS BRICE ERICKSON 4.0
LANGUAGES LAURA WITTMAN NS
POLITICAL SCIENCE JONATHAN COWDEN 3.0
SOCIOLOGY SALVADOR MURGUIA 3.8
ART HISTORY JOHN SENSENEY 4.5
HISTORY NELSON LICHTENSTEIN 3.0
ENGLISH MARK MASLAN 3.4
SCIENCE JENNY DUGAN 4.0
WRITING ERIC MARTINSEN 4.4
BIOLOGY DANIEL MORSE 4.0
PSYCHOLOGY DAVID SHERMAN 3.5
ENGLISH NICK PICI 3.6
MATHEMATICS TOM SIDERIS 3.1
FILM PETER BLOOM 2.9
LANGUAGES PATRICIA CLANCY 4.6
PHYSICAL ED JIM ROMEO 4.4
EDUCATION PETER RUSSELL 4.8
ART HISTORY KEVIN MURPHY 2.4
ENGLISH PATRICIA FUMERTON 4.0
GEOLOGY ANDRE WYSS 3.8
ETHNIC STUDIES AMBI HARSHA 4.5
MUSIC LEE ROTHFARB 2.8
GEOLOGY MARTIN WONG 5.0
ANTHROPOLOGY MICHELE DESANDO 4.3
LANGUAGES GRUENHOLZ KATIE 3.8
COMMUNICATION MIRIAM METZGER 3.8
LANGUAGES DAOXIONG GUAN 4.6
MATHEMATICS JEFF SKLAR 4.3
ECONOMICS PAMELA ASHLEY 2.9
WRITING MADELINE SORAPURE 4.5
WRITING DENISE ODELLO 4.2
LITERATURE JILL LEVINE 4.7
COMMUNICATION CATHY BOGGS 3.8
FILM KWAME BRAUN 3.8
ENGLISH JEREMY DOUGLASS 3.3
LAW JACQUELINE STEVENS 1.9
ANTHROPOLOGY BRENT LEFTWICH 4.9
ENGINEERING VOLKAN RODOPLU 3.8
ECONOMICS ROD GARRATT 4.2
LANGUAGES SARA WHEELER 4.4
SOCIOLOGY JOHN FORAN 4.6
WRITING JAMES DONELAN 4.0
LANGUAGES ESPERANZA JEFFERSON 4.5
HISTORY ANITA GUERRINI 3.7
LANGUAGES MICHAEL BERRY 4.4
ART HISTORY JANE CALLISTER 4.7
PHYSICS FRANCESC ROIG 3.6
ECONOMICS ANDREA LEHMAN 1.7
MATHEMATICS DOUGLAS MOORE 2.4
MATHEMATICS SCOTT TAYLOR 3.5
CHEMISTRY ROBERT NEUMAN 3.9
PSYCHOLOGY HAL KOPEIKIN 5.0
ECONOMICS LLAD PHILLIPS 3.4
POLITICAL SCIENCE ALAN WYNER 1.5
ARCHITECTURE VOLKER WELTER 3.8
HISTORY PAUL SONNINO 2.9
PHILOSOPHY DYLAN DODD 3.1
GEOGRAPHY DAR ROBERTS 4.3
PSYCHOLOGY HEEJUNG KIM 3.1
HISTORY ELIZABETH DIGESER 2.8
PHILOSOPHY RICHARD GLATZ 3.8
POLITICAL SCIENCE BENJAMIN COHEN 4.4
MATHEMATICS ROBERT SENTINELLA 4.1
MATHEMATICS AZER AKHMEDOV 2.7
WRITING JAMES FORD 4.9
COMPUTER SCIENCE RICH WOLSKI 4.6
PHYSICS PHILIP LUBIN 2.6
HISTORY PATRICK MCCRAY 4.4
GEOGRAPHY LIBE WASHBURN 4.3
ENGINEERING GEORGE HOMSY 4.4
ENGINEERING BRAD PADEN 3.4
MATHEMATICS JARED HERSH 4.9
HISTORY KENNETH MOURE 3.8
LANGUAGES VIOLA MIGLIO 4.0
ETHNIC STUDIES JIM LEE 3.8
ENGLISH TEDDY MACKER 4.1
MATHEMATICS PAOLO CASCINI 3.0
LANGUAGES FRANCIS MATHIEU 3.5
POLITICAL SCIENCE ROSE MCDERMOTT 3.5
MATHEMATICS CHOHONG MIN 2.5
HISTORY ANDREA THABET 4.4
ENGINEERING THEO THEOFANOUS 3.3
ART HISTORY SARAH THOMPSON 3.2
ENGINEERING ARTHUR GOSSARD 4.1
PSYCHOLOGY BARRY GIESBRECHT 4.4
LANGUAGES MYRIAM SMITH 4.9
WRITING ANTHONY ELLIS 4.7
MUSIC ROBIN COX 2.8
MUSIC PAUL BAMBACH 4.2
GLOBAL & INTERNATIONAL STUDIES PAUL AMAR 3.9
ETHNIC STUDIES NATALIE CHEROT 4.1
LANGUAGES CAROLA MATERA 4.6
ANTHROPOLOGY SHANKAR ASWANI 2.9
ART HISTORY LAWRENCE GIPE 4.2
WRITING SCOTT HERNDON 3.8
MATHEMATICS KEN MILLETT 2.9
BIOLOGY WILLIAM SMITH 3.5
LANGUAGES RANDY RIGHTMIRE 2.6
LANGUAGES SUSANNA CUMMING 3.2
GEOGRAPHY JEFF HEMPHILL 4.1
CHEMISTRY JOHN PERONA 2.4
CHEMISTRY STANLEY PARSONS 2.7
EDUCATION JUDITH GREEN 1.9
LANGUAGES GIORGIO PERISSINOTTO 3.6
LANGUAGES KAREN WILSON 4.9
THEATER MARC SHAW 4.3
WRITING RANDY POGORZELSKI 4.6
ENGINEERING FRANK DOYLE 4.5
WRITING REBECCA MITCHELL 4.8
LANGUAGES MARY KORDZIKOWSKI 5.0
THEATER MONICA ROLANDSSON 4.8
ANTHROPOLOGY MAYFAIR YANG 2.8
SOCIAL SCIENCE BARBARA BODINE NS
ENGLISH ALAN LIU 2.8
ANTHROPOLOGY MARK ALDENDERFER 4.5
HISTORY SARAH CASE 3.5
ART HISTORY BARBARA VILANDER 4.6
ENGINEERING STEVE DENBAARS 2.8
SOCIOLOGY DARWIN BONDGRAHAM 3.4
LANGUAGES JODY ENDERS 3.2
ETHNIC STUDIES JENNIFER HSU 4.7
ENGLISH CYNTHIA DAVIS 4.1
FINE ARTS LAUREL BECKMAN 3.5
LANGUAGES TEIRAB ASHSHAREEF 4.4
EDUCATION JASON RALEY 4.4
POLITICAL SCIENCE HEATHER STOLL 3.8
SOCIOLOGY JON CRUZ 4.0
LANGUAGES DEBORAH AMBERSON 4.2
FILM DANA DRISKEL 4.6
PHYSICAL ED AL FERRER 3.9
ENGLISH ELIZABETH COOK 4.0
COMMUNICATION CYNTHIA STOHL 3.8
MUSIC JOSEPH FANVU 3.0
EDUCATION TULI GLASSMAN 4.1
ENGINEERING KIM TURNER 3.9
POLITICAL SCIENCE JOHN WOOLLEY 2.9
MUSIC ANNIE YIH 3.2
PHYSICS JEFF RICHMAN 2.9
ART HISTORY ROBERT WILLIAMS 4.0
ART HISTORY ANN BERMINGHAM 4.2
PHYSICAL ED PETE SCHROEDER 2.7
MUSIC DIANA LANTZ 5.0
COMMUNICATION RONALD RICE 4.5
MECHANICAL ENGINEERING KEITH KEDWARD 4.1
ENGINEERING ORVILLE SANDALL 2.7
PHILOSOPHY ANTHONY ANDERSON 2.5
ENGINEERING CARL MEINHART 4.6
PSYCHOLOGY JAMES RONEY 3.5
COMPUTER SCIENCE BEN ZHAO 3.8
ENGINEERING UMESH MISHRA 4.4
GEOGRAPHY RICHARD CHURCH 3.2
PHYSICAL ED KAREN STILL 2.3
HISTORY HILARY BERNSTEIN 4.3
PHYSICAL ED JUDITH DALE 4.0
SOCIOLOGY JOHN SUTTON 4.4
LANGUAGES CAMILLA FIORINA 4.8
MATHEMATICS GABRIELA PUTINAR 1.7
FILM CHRISTINA VENEGAS 2.9
GEOLOGY DAVID LAMB 4.0
MATHEMATICS BEN BENOY 2.8
LAW VARUN SONI 4.6
MATHEMATICS BJORN BIRNIR 2.1
LANGUAGES SILVIA BERMUDEZ 4.0
MATHEMATICS CARLOS GARCIA 1.8
ENGLISH SOREN HAMMERSCHMIDT 2.9
FINE ARTS DELILA MOSELEY 3.3
ART HISTORY EDSON ARMI 3.1
SOCIOLOGY ERIK LOVE 4.2
COMPUTER SCIENCE DIVYAKANT AGRAWAL 3.0
SCIENCE PAUL RELIS 2.3
ENVIRONMENTAL SCIENCE ROBERT WILKINSON 3.4
LITERATURE ELIDE OLIVER 3.4
GEOGRAPHY REGINALD GOLLEDGE 3.7
ENGINEERING SUZANNE STEMMER 1.9
PHYSICS GUENTER AHLERS 2.5
WRITING CISSY ROSS 4.4
LANGUAGES IVONE GHAZALEH 4.0
ETHNIC STUDIES SABINE FRUHSTUCK 4.0
LANGUAGES VANESA LEDESMA 4.8
PSYCHOLOGY KAREN SZUMLINSKI 4.5
